userID,game,date,平台
uzwwo5o,Hob (2017),2017-11-23,
uzwwo5o,Layers of Fear,2016-08-28,
uzwwo5o,Pyre,2017-08-12,
silversin,Azure Striker GUNVOLT,2018-06-11,
silversin,The Awesome Adventures of Captain Spirit,2018-08-20,
xfrv,Batman: Arkham Origins,2013-12-01,
sgm3390,Bastion,2011-08-09,
sgm3390,Super Meat Boy,2010-12-25,
snipermarius2010,Darksiders,2020-08-29,
snipermarius2010,Darksiders,2015-09-15,
snipermarius2010,Half-Life,2005-02-20,
sideralelettronica,Half-Life,2000-12-08,
wsierny,Hob (2017),2017-10-20,
wsierny,Bastion,2011-10-09,
wsierny,Pyre,2020-01-15,
vadimvd2001,Darksiders,2010-01-11,
vadimvd2001,Darksiders,2010-01-10,
zenitroma2,Furi,2016-07-29,
zenitroma2,Cuphead,2017-12-08,
viktormarshev,Portal,2007-10-30,
shrowell69,Bastion,2011-09-01,
vacilicka_kor,Bastion,2011-09-10,
XeniaKolomiec,Half-Life,1998-12-10,
XeniaKolomiec,Heavy Rain,2010-05-10,
ulgu-ef22,Half-Life,1999-01-06,
yub-yum,Portal,2007-12-31,
wogna,Bastion,2011-09-03,
sergey_palchik,Bastion,2011-10-04,
sergey_palchik,Cuphead,2017-12-25,
sergey_palchik,Dishonored: Definitive Edition,2015-11-01,
wongc,Get Even,2017-07-05,
vagina48,Portal,2007-10-20,
seks96,Frostpunk,2018-07-14,
shepilovandrey,Desperados III,2020-07-13,
shepilovandrey,Heavy Rain,2010-02-27,
simpotifnaya,BlazBlue: Cross Tag Battle,2018-06-14,
zachariahl45,Diablo II,2000-07-04,
zachariahl45,Sine Mora,2012-03-29,
zachariahl45,Superfrog HD,2013-09-26,
yannsan,Half-Life 2,2005-01-21,
yannsan,Heavy Rain,2019-04-16,
yannsan,Batman: Arkham Knight,2015-08-09,
yannsan,Batman: Arkham Origins,2013-12-10,
yannsan,Tom Clancy's Rainbow Six: Vegas 2,2008-04-26,
yannsan,Super Mario Odyssey,2017-11-04,
yannsan,A Way Out,2020-12-12,
yannsan,Hatsune Miku: Project Mirai DX,2015-08-15,
yannsan,Hatsune Miku: Project DIVA F,2012-09-20,
yannsan,Hatsune Miku: Project DIVA X,2018-05-11,
yannsan,Crackdown 3,2019-03-05,
yannsan,Portal,2020-02-26,
vadim-thunder,Bastion,2011-10-13,
vadim-thunder,Beyond Eyes,2015-08-29,
vadim-thunder,Portal,2007-12-14,
Venera-ufa2011,X-Men Origins: Wolverine,2009-05-16,
Venera-ufa2011,Half-Life 2,2004-11-26,
Venera-ufa2011,Bastion,2011-09-26,
Venera-ufa2011,Heavy Rain,2010-04-11,
Venera-ufa2011,Batman: Arkham Asylum,2009-10-10,
Venera-ufa2011,Unit 13,2012-03-18,
Venera-ufa2011,Beyond: Two Souls,2018-10-02,
zerikc,Heavy Rain,2010-05-12,
zerikc,Batman: Arkham Asylum,2009-10-11,
xasub25,Heavy Rain,2010-03-07,
shoran,Batman: Arkham Asylum,2015-07-08,
shoran,Portal,2007-12-23,
shamov_grey,Darksiders,2010-02-13,
shamov_grey,Darksiders,2010-01-12,
shamov_grey,Half-Life 2,2005-05-11,
shamov_grey,Batman: Arkham Asylum,2009-10-15,
shamov_grey,Prince of Persia: The Two Thrones,2005-12-24,
shamov_grey,Prince of Persia: The Two Thrones,2006-01-16,
shamov_grey,Tom Clancy's Rainbow Six: Vegas,2007-07-09,
shamov_grey,Tom Clancy's Rainbow Six: Vegas 2,2008-05-13,
shamov_grey,Super Mario Odyssey,2019-03-05,
varady,Furi,2017-03-11,
varady,Jet Set Radio,2000-09-03,
varady,Batman: Arkham Knight,2015-08-04,
varady,Batman: Arkham Origins,2013-12-07,
varady,Transformers: Devastation,2020-10-16,
varady,Prince of Persia: The Two Thrones,2006-01-28,
varady,Prince of Persia: The Forgotten Sands,2010-06-14,
varady,Tom Clancy's Rainbow Six: Vegas 2,2008-04-06,
varady,Danganronpa 2: Goodbye Despair,2012-10-22,
varady,Super Mario 3D Land,2012-01-03,
varady,A Way Out,2018-05-23,
uzicide,Erica,2019-09-07,
uzicide,Furi,2017-06-15,
uzicide,X-Men Origins: Wolverine,2009-06-19,
uzicide,Diablo II,2005-04-26,
uzicide,Darksiders,2010-01-25,
uzicide,Darksiders,2010-01-24,
uzicide,Darksiders II,2019-12-06,
uzicide,Darksiders III,2019-01-01,
uzicide,Half-Life: Alyx,2020-05-02,
uzicide,Spore,2008-11-05,
uzicide,Ashen,2018-12-16,
uzicide,Batman: Arkham Asylum,2009-10-29,
uzicide,Batman: Arkham VR,2018-11-30,
uzicide,The Inpatient,2018-02-17,
uzicide,Prince of Persia: The Two Thrones,2015-02-01,
uzicide,Prince of Persia: The Forgotten Sands,2019-01-22,
uzicide,Layers of Fear,2015-10-26,
uzicide,Cuphead,2019-02-21,
uzicide,Beyond: Two Souls,2019-08-27,
uzicide,The Amazing Spider-Man 2 (2014),2020-09-04,
uzicide,Danganronpa 2: Goodbye Despair,2012-08-03,
uzicide,The Awesome Adventures of Captain Spirit,2018-09-01,
uzicide,Overkill's The Walking Dead,2019-01-14,
uzicide,Chrono Trigger,1995-03-30,
uzicide,Dust: An Elysian Tail,2014-11-01,
uzicide,A Way Out,2018-04-03,
uraw7,Portal,2007-11-25,
shaggsis2dope,Heavy Rain,2010-05-05,
shaggsis2dope,Injustice: Gods Among Us - Ultimate Edition,2014-01-24,
shaggsis2dope,Beyond: Two Souls,2013-10-27,
xxvitax,Batman: Arkham Asylum,2009-10-24,
yvonne_salas,Heavy Rain,2010-02-28,
yakubowa2010,Heavy Rain,2010-04-08,
zybxmz,Jet Set Radio,2000-08-20,
zybxmz,Half-Life,1999-01-28,
zybxmz,Half-Life 2,2005-01-02,
zybxmz,Beyond: Two Souls,2013-10-23,
zybxmz,Portal,2007-12-23,
ShibbyMan666,Bastion,2011-09-13,
sensi1,Heavy Rain,2010-04-28,
sensi1,Chrono Trigger,1995-04-07,
zeeshu44,Cities: Skylines,2015-05-01,
ytayta,Heavy Rain,2010-05-08,
ytayta,Super Mario Odyssey,2018-01-12,
ytayta,Dust: An Elysian Tail,2014-10-29,
ytayta,Grow Home,2019-05-06,
scholzk5,Clubhouse Games: 51 Worldwide Classics,2020-08-29,
scholzk5,Layers of Fear,2015-09-17,
scholzk5,Super Bomberman R,2019-02-28,
yreva,NBA 2K16,2015-10-06,
yreva,EA Sports UFC 2,2016-04-02,
yreva,Heavy Rain,2010-03-05,
yreva,Transformers: War for Cybertron,2013-03-31,
yreva,Injustice: Gods Among Us - Ultimate Edition,2013-12-23,
xdimasergantx,Half-Life 2,2009-04-23,
xdimasergantx,Heavy Rain,2010-03-05,
xdimasergantx,Prince of Persia: The Forgotten Sands,2010-06-20,
yaha20,Transformers: War for Cybertron,2010-07-27,
Ziza_aleksandr,Diablo II,2000-08-03,
Ziza_aleksandr,Diablo III,2012-06-13,
Ziza_aleksandr,Heavy Rain,2010-04-08,
Ziza_aleksandr,Batman: Arkham Asylum,2009-10-03,
Ziza_aleksandr,Prince of Persia: The Two Thrones,2010-03-19,
Ziza_aleksandr,Beyond: Two Souls,2013-10-17,
Ziza_aleksandr,Grid 2,2013-08-22,
sibsim,Heavy Rain,2010-03-17,
sibsim,Batman: Arkham Knight,2015-08-22,
sibsim,Beyond: Two Souls,2013-11-22,
sibsim,Super Exploding Zoo,2015-07-06,
sergeymaleev1,Pyre,2017-09-05,
sergeymaleev1,Dishonored: Death of the Outsider,2017-11-20,
xdeath87,Heavy Rain,2015-10-27,
shabalina_m,Tyranny,2017-01-18,
yulika1980,Gris,2019-01-03,
yulika1980,Heavy Rain,2010-03-23,
yulika1980,Layers of Fear,2015-11-09,
yulika1980,Cuphead,2017-10-17,
veltishchehox,Sky Force Anniversary,2015-05-06,
silbra777,Minit,2018-05-06,
ufltysi,Tyranny,2017-01-17,
zaur72007,Diablo II,2000-08-12,
zaur72007,Diablo III,2020-07-27,
zaur72007,Darksiders,2010-01-11,
zaur72007,Darksiders,2010-01-15,
zaur72007,Half-Life,1999-01-12,
zaur72007,Half-Life 2,2005-01-20,
zaur72007,Heavy Rain,2010-02-27,
zaur72007,Transformers: War for Cybertron,2020-12-05,
zaur72007,Blazing Chrome,2019-09-25,
shawner1,Blazing Chrome,2020-05-16,
velho1983,Forgotton Anne,2018-06-10,
sergeipush123,Chrono Trigger,1995-03-28,
ytrnfh1978,Forgotton Anne,2018-08-13,
sevenviivii,Wattam,2020-03-12,
sevenviivii,The Surge 2,2020-04-26,
sevenviivii,Superdimension Neptune VS Sega Hard Girls,2019-10-30,
Xereser,Gris,2019-03-13,
uniroyal64,Gris,2019-01-07,
uniroyal64,Sine Mora,2018-01-02,
uniroyal64,Portal,2008-01-06,
sharpie1,Batman: The Enemy Within,2017-10-22,
sharpie1,Batman: The Enemy Within,2019-08-15,
sharpie1,Super Mario Odyssey,2018-01-24,
sharpie1,Bloodstained: Ritual of the Night,2020-01-17,
sniper_173,Diablo III,2014-05-23,
sniper_173,Batman: Arkham Origins,2013-12-28,
sniper_173,Transformers: War for Cybertron,2010-08-09,
vanya-romasha,D4: Dark Dreams Don't Die,2014-10-22,
vanya-romasha,Onrush,2018-10-26,
vanya-romasha,EA Sports UFC,2014-06-27,
vanya-romasha,EA Sports UFC 2,2016-05-09,
vanya-romasha,X-Men Origins: Wolverine,2009-05-12,
vanya-romasha,Heavy Rain,2010-04-11,
vanya-romasha,Forgotton Anne,2018-06-15,
vanya-romasha,Batman: Arkham Asylum,2009-09-12,
vanya-romasha,Batman: Arkham VR,2016-11-04,
vanya-romasha,Transformers: War for Cybertron,2010-07-02,
vanya-romasha,Transformers: Rise of the Dark Spark,2014-08-22,
vanya-romasha,Transformers: Devastation,2015-10-20,
vanya-romasha,Transformers: Devastation,2015-10-17,
vanya-romasha,D4: Dark Dreams Don't Die,2014-10-11,
vanya-romasha,Beyond: Two Souls,2013-11-20,
vanya-romasha,The Amazing Spider-Man (2012),2019-01-18,
vanya-romasha,The Amazing Spider-Man 2 (2014),2018-01-31,
vanya-romasha,Super Mario Odyssey,2017-12-26,
vazgen-p,Minit,2018-05-16,
vazgen-p,Danganronpa 2: Goodbye Despair,2012-08-24,
vazgen-p,Super Mario Odyssey,2019-04-03,
vasiagin228,Concrete Genie,2019-12-07,
zara656565,Erica,2020-02-25,
zara656565,Gris,2019-01-20,
zara656565,The Gardens Between,2018-09-29,
zara656565,The Touryst,2020-02-10,
zara656565,Concrete Genie,2019-10-28,
zara656565,Batman: Arkham VR,2016-10-18,
zara656565,Shovel Knight,2014-07-07,
zara656565,Super Mario 3D Land,2012-01-19,
zara656565,Super Mario Odyssey,2017-11-28,
zara656565,Bloodstained: Ritual of the Night,2019-09-01,
zara656565,A Way Out,2018-09-07,
shanewar,Erica,2019-10-18,
shanewar,The Inpatient,2018-05-05,
shanewar,The Awesome Adventures of Captain Spirit,2018-08-19,
zoedog,Northgard,2018-04-30,
tyanmax,Concrete Genie,2020-02-08,
zharkyn,Heavy Rain,2013-02-05,
zharkyn,Batman: Arkham Origins,2014-08-25,
zharkyn,Super Mario Odyssey,2018-03-28,
zharkyn,Hatsune Miku: Project DIVA F,2012-10-23,
ve4elevtarakanov,Concrete Genie,2020-07-02,
ve4elevtarakanov,A Way Out,2018-05-19,
viktoriyalenchik,IA/VT Colorful,2015-10-12,
viktoriyalenchik,Bastion,2014-04-10,
viktoriyalenchik,Cuphead,2019-05-17,
ulyanka_gromova,Concrete Genie,2019-12-15,
ulyanka_gromova,Super Mario Odyssey,2017-11-09,
tysja3,Darksiders III,2018-12-06,
tysja3,Danganronpa 2: Goodbye Despair,2012-09-24,
xybypoxapuwykov,Tales of Vesperia: Definitive Edition,2019-11-20,
Zhukova128,FIFA 18,2017-10-15,
zxc1q3eiop,Batman: Arkham Origins,2019-12-23,
vipbrake,Last Day of June,2019-06-02,
vipbrake,Hyperdimension Neptunia Re;Birth 2: Sisters Generation,2014-05-26,
vipbrake,Super Mario 3D Land,2011-12-25,
vipbrake,Strider (2014),2014-04-26,
zelensky1,Super Mario Odyssey,2017-11-01,
xpmser,Darksiders,2010-04-02,
xpmser,Darksiders,2010-03-09,
xpmser,Tyranny,2016-11-27,
xpmser,Batman: Arkham Knight,2015-08-22,
xpmser,Batman: Arkham Origins,2013-11-13,
xpmser,Layers of Fear,2015-11-25,
xpmser,Grid 2,2013-08-09,
xpmser,Dirt Rally,2020-09-24,
xpmser,Dishonored 2,2017-02-08,
zhasik98,Prince of Persia: The Forgotten Sands,2010-06-13,
zhasik98,The Amazing Spider-Man (2012),2012-08-28,
zhasik98,Dishonored: Death of the Outsider,2020-07-07,
yjonya,Code: Realize - Guardian of Rebirth,2017-08-04,
yjonya,Sine Mora,2012-04-24,
zombie2515433,Batman: The Enemy Within,2017-08-23,
zombie2515433,Batman: The Enemy Within,2017-09-27,
siegf,Armello,2015-10-08,
siegf,Pokémon Mystery Dungeon: Rescue Team DX,2020-12-25,
siegf,Heavy Rain,2010-03-09,
siegf,Batman: Arkham Asylum,2014-02-25,
siegf,Batman: Arkham Origins,2020-12-26,
siegf,Batman: Arkham Origins Blackgate,2014-01-05,
siegf,Injustice: Gods Among Us - Ultimate Edition,2013-12-18,
siegf,Injustice 2,2017-08-04,
siegf,Beyond: Two Souls,2013-12-21,
siegf,A Way Out,2018-06-15,
world_of_neo,Gris,2019-02-02,
zubanevden,Erica,2019-09-27,
zubanevden,Concrete Genie,2019-12-05,
zubanevden,Batman: Arkham Asylum,2009-10-26,
zubanevden,Injustice 2,2020-08-05,
zubanevden,The Awesome Adventures of Captain Spirit,2018-07-22,
wokojiad,Injustice 2,2017-05-30,
wokojiad,Blazing Chrome,2020-12-13,
y3rb6,Half-Life 2,2005-11-19,
y3rb6,Batman: Arkham Asylum,2009-09-13,
y3rb6,Batman: Arkham Knight,2015-12-14,
y3rb6,Pyre,2017-10-19,
y3rb6,Super Monkey Ball 3D,2011-03-27,
y3rb6,Super Mario 3D Land,2016-06-17,
y3rb6,Dishonored: Definitive Edition,2020-09-24,
Zoezc,Beyond: Two Souls,2013-11-23,
xp6661,Claire: Extended Cut,2014-08-13,
xp6661,D4: Dark Dreams Don't Die,2018-01-12,
xp6661,Minit,2018-05-25,
xp6661,White Night,2015-04-10,
xp6661,Bastion,2011-09-21,
xp6661,D4: Dark Dreams Don't Die,2014-10-29,
xp6661,Azure Striker GUNVOLT,2014-09-11,
xp6661,Shovel Knight,2014-08-11,
xp6661,Danganronpa 2: Goodbye Despair,2012-09-26,
xp6661,Super Mario Odyssey,2018-01-23,
xp6661,Dust: An Elysian Tail,2014-10-20,
shutskay2015,NBA 2K14,2013-12-30,
shutskay2015,NHL 16,2015-11-01,
shutskay2015,Super Bomberman R,2017-05-09,
serega622011,Rez Infinite,2017-12-13,
serega622011,Batman: Arkham VR,2020-02-09,
serega622011,Injustice 2,2018-08-21,
vasilchenouna,Pokémon Conquest,2012-03-27,
TYYTYTYT,Heavy Rain,2010-02-24,
zachaffin,Dishonored: Definitive Edition,2015-11-10,
ylabcd,Injustice 2,2020-03-12,
ylabcd,Super Mario Odyssey,2017-12-26,
valentikag,Furi,2016-07-12,
valentikag,Darksiders,2010-03-19,
valentikag,Darksiders,2010-03-18,
valentikag,Darksiders II,2012-09-22,
valentikag,Darksiders III,2018-12-29,
valentikag,Batman: Arkham Knight,2015-07-28,
valentikag,Batman: Arkham Origins,2013-11-05,
valentikag,Injustice: Gods Among Us - Ultimate Edition,2014-01-15,
valentikag,Super Mario Odyssey,2017-11-12,
valentikag,Dishonored: Death of the Outsider,2017-09-24,
valentikag,Bloodstained: Ritual of the Night,2020-07-18,
valentikag,Strider (2014),2014-03-15,
sidoroff1994,F1 2018,2018-09-05,
sidoroff1994,Diablo III,2012-05-20,
sidoroff1994,Sky Force Anniversary,2015-11-03,
sidoroff1994,Bastion,2011-07-31,
sidoroff1994,Batman: The Enemy Within,2020-08-04,
sidoroff1994,Batman: Arkham Origins,2013-11-15,
sidoroff1994,Batman: The Enemy Within,2017-09-02,
sidoroff1994,Transformers: War for Cybertron,2010-09-06,
sidoroff1994,Prince of Persia: The Forgotten Sands,2010-06-08,
sidoroff1994,Injustice 2,2017-08-09,
sidoroff1994,Beyond: Two Souls,2013-10-23,
sidoroff1994,The Amazing Spider-Man (2012),2012-07-23,
sidoroff1994,Blazing Chrome,2019-08-11,
Vetalvilla,Heavy Rain,2010-05-18,
Vetalvilla,Batman: Arkham Origins Blackgate,2013-12-29,
Vetalvilla,Injustice: Gods Among Us - Ultimate Edition,2020-01-02,
Vetalvilla,Super Mario Bros. 3,1989-01-21,
yobyllib,FIFA 17,2016-11-29,
yobyllib,Oddworld: Stranger's Wrath,2005-04-07,
yobyllib,Darksiders,2010-03-22,
yobyllib,Darksiders,2010-04-01,
yobyllib,Batman: Arkham Origins,2013-11-05,
yobyllib,Batman: Arkham Origins Blackgate,2013-11-03,
yobyllib,Injustice: Gods Among Us - Ultimate Edition,2013-12-02,
yobyllib,The Amazing Spider-Man (2012),2014-05-01,
yobyllib,Cities: Skylines,2018-11-17,
simpsonsjake,Heavy Rain,2010-05-12,
zomack,Bastion,2011-08-14,
zomack,Batman: The Enemy Within,2017-08-28,
zomack,Batman: The Enemy Within,2017-08-31,
zomack,Portal,2008-01-01,
Sengoku,Miitopia,2018-10-28,
yago_love09,D4: Dark Dreams Don't Die,2014-11-06,
yago_love09,Bastion,2011-07-31,
yago_love09,Batman: Arkham Origins,2013-11-28,
yago_love09,D4: Dark Dreams Don't Die,2014-10-04,
usslada,Beyond Eyes,2015-08-10,
zulfiya_gafurova,Furi,2016-07-16,
zulfiya_gafurova,Bastion,2011-08-04,
zulfiya_gafurova,The Sinking City,2019-07-18,
vicdyachko,Transformers: War for Cybertron,2010-07-10,
vicdyachko,Super Street Fighter IV: 3D Edition,2011-04-05,
vicdyachko,Dishonored 2,2016-11-27,
ywwdqmqxwh,Spirit Hunter: NG,2018-09-29,
ywwdqmqxwh,Heavy Rain,2010-04-04,
ywwdqmqxwh,Beyond: Two Souls,2013-12-11,
zamamthethwa,Batman: The Enemy Within,2017-10-05,
zamamthethwa,Batman: The Enemy Within,2017-10-16,
victorxx,Batman: Arkham Origins,2014-10-07,
xpe554049,Batman: Arkham Asylum,2009-09-25,
shishnevdanil,Batman: Arkham Asylum,2009-10-23,
shanebrannan,Darksiders,2010-03-16,
shanebrannan,Darksiders,2010-01-20,
shanebrannan,Chrono Trigger,1995-03-31,
shahovalex,Darksiders,2010-03-10,
shahovalex,Darksiders,2010-02-02,
shahovalex,Half-Life 2,2012-10-26,
shahovalex,Batman: Arkham Origins,2013-12-01,
yana47,Super Mario Bros. 3,1988-11-16,
yana47,Portal,2007-12-15,
zeffo4ka,Half-Life,1999-02-02,
zeffo4ka,Half-Life 2,2004-11-29,
zeffo4ka,Portal,2015-05-25,
z-a-m,Prince of Persia: The Two Thrones,2006-01-28,
z-a-m,Prince of Persia: The Forgotten Sands,2010-07-25,
zhunisbaev,Superfrog HD,2013-10-24,
zhunisbaev,Super Meat Boy,2011-01-09,
zhunisbaev,Portal,2007-10-19,
zhunisbaev,Portal,2010-11-24,
ShallieBey,Half-Life 2,2017-07-10,
serg-lisov,Minit,2018-06-07,
serg-lisov,Yooka-Laylee,2017-06-01,
serg-lisov,White Night,2015-03-16,
serg-lisov,Dishonored: Death of the Outsider,2017-11-03,
yurii_secko,DC Universe Online,2017-06-10,
yurii_secko,Darksiders,2010-01-18,
yurii_secko,Darksiders,2010-03-04,
yurii_secko,Darksiders II,2012-11-07,
yurii_secko,Bastion,2011-08-08,
yurii_secko,Batman: Arkham Asylum,2009-11-18,
yurii_secko,Batman: Arkham Asylum,2009-09-21,
yurii_secko,Injustice: Gods Among Us - Ultimate Edition,2013-12-01,
yurii_secko,The Amazing Spider-Man (2012),2012-07-10,
sillit87,Half-Life 2,2019-03-24,
sillit87,Bastion,2011-10-12,
sillit87,Heavy Rain,2019-07-03,
sillit87,Batman: Arkham Asylum,2009-09-23,
sillit87,Batman: Arkham Asylum,2009-11-19,
sillit87,Batman: Arkham Asylum,2009-10-07,
sillit87,Portal,2007-11-15,
vetchinkin1,D4: Dark Dreams Don't Die,2018-04-14,
vetchinkin1,Heavy Rain,2010-05-16,
vetchinkin1,D4: Dark Dreams Don't Die,2020-08-19,
sharkzackass,D4: Dark Dreams Don't Die,2014-11-09,
sharkzackass,Half-Life 2,2004-12-03,
sharkzackass,Heavy Rain,2010-03-26,
sharkzackass,Batman: Arkham Knight,2015-07-30,
sharkzackass,Transformers: Devastation,2015-12-27,
sharkzackass,D4: Dark Dreams Don't Die,2014-11-11,
sharkzackass,Injustice: Gods Among Us - Ultimate Edition,2014-01-30,
sharkzackass,Layers of Fear,2018-08-18,
sharkzackass,Beyond: Two Souls,2013-12-27,
sharkzackass,Super Mario Odyssey,2017-11-04,
sharkzackass,The Awesome Adventures of Captain Spirit,2018-09-20,
shaun-vanderplancke,FIFA 19,2020-08-29,
shaun-vanderplancke,Darksiders,2010-01-22,
shaun-vanderplancke,Darksiders,2010-01-13,
shaun-vanderplancke,Half-Life,1999-02-01,
shaun-vanderplancke,Batman: The Enemy Within,2017-09-23,
shaun-vanderplancke,Batman: The Enemy Within,2017-08-26,
shaun-vanderplancke,Dishonored 2,2017-01-10,
shaun-vanderplancke,A Way Out,2018-05-05,
xpkau,Batman: Arkham Asylum,2009-09-24,
xpkau,Batman: Arkham Origins,2014-01-14,
xpkau,Portal,2007-11-19,
vaxruchevajana18,X-Men Origins: Wolverine,2009-05-18,
vaxruchevajana18,Half-Life,1998-12-12,
vaxruchevajana18,Half-Life 2,2004-12-13,
vaxruchevajana18,Prince of Persia: The Two Thrones,2006-01-20,
vaxruchevajana18,Prince of Persia: The Forgotten Sands,2010-05-29,
vaxruchevajana18,Portal,2007-12-27,
urlspermy1,Half-Life 2,2004-11-21,
urlspermy1,Bastion,2011-08-18,
urlspermy1,Prince of Persia: The Two Thrones,2006-02-06,
urlspermy1,Layers of Fear,2015-11-12,
urlspermy1,Beyond: Two Souls,2013-12-06,
urlspermy1,Super Meat Boy,2010-10-30,
urlspermy1,Portal,2007-10-30,
zaichikoff,Batman: Arkham Asylum,2009-10-03,
sexymama328,Half-Life 2,2004-11-25,
yurdmitri,Bastion,2012-04-17,
Umigame,Heavy Rain,2010-02-26,
valeriya-bakaeva,Batman: Arkham Asylum,2009-09-07,
serg2012_6,The Gardens Between,2018-10-25,
serg2012_6,X-Men Origins: Wolverine,2016-08-22,
serg2012_6,Darksiders,2018-07-26,
serg2012_6,Darksiders,2010-01-13,
serg2012_6,Darksiders II,2018-04-23,
serg2012_6,Bastion,2011-10-04,
serg2012_6,Heavy Rain,2010-04-27,
serg2012_6,Batman: The Enemy Within,2017-09-19,
serg2012_6,Batman: Arkham Knight,2015-09-04,
serg2012_6,Batman: Arkham Knight,2015-08-30,
serg2012_6,Batman: Arkham Origins,2013-11-21,
serg2012_6,Batman: The Enemy Within,2017-08-30,
serg2012_6,Prince of Persia: The Forgotten Sands,2010-07-02,
serg2012_6,The Awesome Adventures of Captain Spirit,2018-08-28,
serg2012_6,A Way Out,2018-04-06,
woodsadra,Bastion,2011-08-10,
woodsadra,Batman: Arkham Asylum,2009-10-31,
tkpkomi,Half-Life 2,2004-11-30,
tkpkomi,Layers of Fear,2015-11-06,
veronikayaborova,Minit,2018-04-30,
veronikayaborova,Diablo II,2000-07-16,
veronikayaborova,Diablo III,2012-07-24,
veronikayaborova,Bastion,2011-10-11,
veronikayaborova,Batman: Arkham Origins,2013-11-18,
veronikayaborova,Azure Striker GUNVOLT,2014-11-07,
veronikayaborova,Shovel Knight,2014-08-14,
veronikayaborova,Super Meat Boy,2010-11-03,
veronikayaborova,Portal,2007-11-09,
VegasVic,Diablo III,2020-10-03,
VegasVic,Bastion,2011-07-29,
VegasVic,Batman: Arkham Origins,2013-12-19,
shy1975,Portal,2007-11-07,
vanekprof,Minit,2018-05-13,
vanekprof,Danganronpa 2: Goodbye Despair,2012-09-16,
vanekprof,Super Mario Odyssey,2017-11-19,
vanekprof,Portal,2007-10-26,
xenobit,Furi,2020-10-07,
xenobit,Furi,2019-07-31,
xenobit,Heavy Rain,2010-03-16,
xenobit,Layers of Fear,2015-10-20,
xenobit,Strider (2014),2014-04-25,
xenobit,Portal,2016-07-14,
sfgiant0,Heavy Rain,2010-04-29,
sfgiant0,Batman: Arkham Knight,2015-07-03,
sfgiant0,Beyond: Two Souls,2013-11-04,
sfgiant0,Portal,2012-06-23,
vir26gin,Darksiders,2019-05-08,
vir26gin,Darksiders,2014-12-01,
vir26gin,Bastion,2011-07-27,
vir26gin,Batman: Arkham Asylum,2009-09-01,
shlimonov1,Portal,2018-08-18,
serik9411,Half-Life,1999-01-25,
serik9411,Portal,2008-01-01,
shtepa-1980,Portal,2007-10-16,
vafina_faina,Heavy Rain,2010-08-18,
vafina_faina,Batman: Arkham Asylum,2009-11-22,
vafina_faina,Batman: Arkham Knight,2015-08-06,
vafina_faina,Batman: Arkham Origins,2013-12-05,
vafina_faina,Injustice 2,2017-06-06,
vafina_faina,Super Mario Odyssey,2017-12-17,
Zmeqjjr,Batman: Arkham Asylum,2009-10-17,
sensualangeldanni,Half-Life 2,2004-12-27,
shamilshamilkj,Heavy Rain,2010-05-05,
shamilshamilkj,Tom Clancy's Rainbow Six: Vegas,2007-07-02,
shamilshamilkj,Tom Clancy's Rainbow Six: Vegas 2,2008-04-25,
vegas47,Half-Life,1999-02-16,
vegas47,Half-Life 2,2020-02-11,
uB73qt,Darksiders,2010-02-26,
uB73qt,Darksiders,2010-03-14,
uB73qt,Half-Life 2,2005-01-30,
uB73qt,Prince of Persia: The Forgotten Sands,2010-07-03,
uB73qt,Super Meat Boy,2010-12-26,
venbal80,Layers of Fear,2015-10-24,
venbal80,Shovel Knight,2014-07-12,
venbal80,Portal,2007-10-23,
Vetrox,Batman: Arkham Asylum,2015-02-07,
y2_d_o_n,Bastion,2011-08-03,
sibgirl888,Batman: Arkham Origins,2013-11-14,
shaft99,Prince of Persia: The Two Thrones,2006-02-22,
shaft99,Super Mario Bros. 3,1988-12-20,
sharplesbar,Batman: Arkham Asylum,2009-10-14,
sharplesbar,Batman: Arkham Knight,2016-06-23,
vavangi,Desperados III,2020-08-14,
vavangi,Rez Infinite,2018-12-26,
vavangi,Frostpunk,2018-07-23,
vavangi,Injustice: Gods Among Us - Ultimate Edition,2017-02-04,
shlipok123,Batman: Arkham VR,2016-10-25,
shlipok123,Injustice: Gods Among Us - Ultimate Edition,2013-12-07,
shlipok123,Super Mario Odyssey,2020-09-09,
yuriyshavlov,Blood & Truth,2019-07-07,
yuriyshavlov,Furi,2016-09-17,
yuriyshavlov,Gris,2019-03-09,
yuriyshavlov,The Gardens Between,2018-11-13,
yuriyshavlov,Yooka-Laylee,2017-06-30,
yuriyshavlov,Diablo III,2012-08-04,
yuriyshavlov,Half-Life,1999-02-15,
yuriyshavlov,Tales of Vesperia: Definitive Edition,2020-05-28,
yuriyshavlov,Bastion,2011-08-17,
yuriyshavlov,Batman: The Enemy Within,2020-05-28,
yuriyshavlov,Batman: The Enemy Within,2017-09-11,
yuriyshavlov,Transformers: Devastation,2015-12-25,
yuriyshavlov,Injustice: Gods Among Us - Ultimate Edition,2014-01-10,
yuriyshavlov,Layers of Fear,2015-10-09,
yuriyshavlov,Super Mario 3D Land,2013-08-13,
yuriyshavlov,The Awesome Adventures of Captain Spirit,2018-07-20,
yuriyshavlov,Beyond Eyes,2015-09-09,
shknAQ,D4: Dark Dreams Don't Die,2014-10-27,
shknAQ,Gris,2019-02-27,
shknAQ,The Gardens Between,2018-10-19,
shknAQ,Diablo III,2012-06-01,
shknAQ,Half-Life: Alyx,2021-01-14,
